SMRS / Project ID,Director,STET SPOC,Program Manager,STET Funnel Project Title,AOS Impact  (Enter €0 if not AOS Project),AOS Impact Approved or Not,QN Reduction Impact (Enter €0 if not CONQ Project),"Project Type (PRODUCTIVITY, AOS, LCM, NPI, CART PDC, TEST ENG, CONQ, IGM)","Procurement Type (PROCUREMENT, TCO, N/A)","Savings Type (TCO, CONCEPT, SOURCING, NEGO, NON_12NC, NPP, CONQ, FCP & PPV)",Commodity,BU,Cluster,Current IL,IL5 Date,%23 of Parts Dual Sourced (PASSIVE),%23 of Parts Dual Sourced (ACTIVE),2022 Actual (Euro),2023 Funnel (Euro),2023 Actual (Euro),2024 Funnel (Euro),2024 Actual (Euro),2025 Funnel (Euro),2025 Actual (Euro),2026 Funnel (Euro),2026 Actual (Euro),2027 Funnel (Euro),2027 Actual (Euro),2028 Funnel (Euro),2028 Actual (Euro),Impacted Parts Added? (YES_NO_N/A) Needs to be YES or N/A for all IL5 Projects,Are Any STET SQE Resources Applied to Project? (YES_NO_N/A),Comments / Challenges,Week,Attachments,ID,IL Date Format column,August IL5 IDs,IL Date Correction,Year,Month,Modified,Modified By,Created,2019 Actual (Euro),2020 Actual (Euro),2021 Actual (Euro),2022 Funnel (Euro),Created By,Supplier Transfer,Transfer reason,Is Active
39594,Tim,Sushruth Rudrachary,Adarsh Shrivastava,YinYang predecessor - successor savings (FemDep - Lady Shaver),€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Personal Health,GB,PH,IL5,6/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 438,872.00",€ 0.00,"€ 313,480.00",€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10281"">View Entries</a>",36,0,10281,06-2025,False,False,2025,06,9/3/2026 10:53 AM,"Davis, Adrianna",4/24/2025 11:17 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
38862,Tim,Sushruth Rudrachary,Laxman Thorat,Zhuhai_DfX_2023_Zeta Packaging_Wetpress to Semi Wetpress,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,GB,PH,IL5,8/1/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 8,365.00",€ 0.00,"€ 11,666.00",€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10280"">View Entries</a>",36,0,10280,08-2025,False,False,2025,08,9/3/2026 10:53 AM,"Davis, Adrianna",4/24/2025 11:17 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
HPMLCM008,Tim,Manoj Verma,Manoj Kumar ,Mechanical Design Engineering Support,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,HPM,CC,IL2,12/17/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10279"">View Entries</a>",37,0,10279,12-2027,False,False,2027,12,9/9/2026 2:07 AM,"Kumari, Supriya",4/16/2025 9:53 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"Rudraswamy, Sanjay",No,n/a,Yes
42012,Phil,Fred Cai ,Xia Ling ,Bobsled - BB Moog slipring drum and brush block EOL resource to NBG_Derisk,€ 0.00,Not Applicable,€ 0,AOS,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,CT/AMI,PD,IL5,1/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10273"">View Entries</a>",14,0,10273,01-2026,True,True,2026,01,4/2/2026 6:53 AM,"Davis, Adrianna",4/16/2025 8:18 AM,,,,,"Davis, Adrianna",Yes,"AOS, Quality & Capacity improvement",Yes
40963,Phil,Fred Cai ,Fred Cai ,L4L-Cable localization for DACC L4L Version,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Key Components & Electronics,MR,PD,IL5,9/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10271"">View Entries</a>",37,0,10271,09-2026,True,True,2026,09,9/11/2026 9:54 AM,"Davis, Adrianna",4/7/2025 10:53 AM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
41060,Phil,Fred Cai ,Tonny He,Gust 3T Lancang Coil Project,€ 0.00,Not Applicable,€ 0,NPI,PROCUREMENT,CONCEPT,Key Components & Electronics,MR,PD,IL2,3/31/2028,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10270"">View Entries</a>",30,0,10270,03-2028,True,True,2028,03,7/23/2026 7:29 AM,"Davis, Adrianna",4/7/2025 10:51 AM,,,,,"Davis, Adrianna",No,N/A,Yes
39701,Phil,Fred Cai,Fred Cai ,AN8137/AR300-1 to Next-Gen LDMOS RFA In-House - 3.0T,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,N/A,CONCEPT,Medical ODM Markets,MR,PD,IL1,12/31/2027,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,NO,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10269"">View Entries</a>",5,0,10269,12-2027,True,True,2027,12,1/28/2026 12:58 PM,"Davis, Adrianna",4/7/2025 10:46 AM,,,,,"Davis, Adrianna",No,N/A,Yes
39686,Phil,Fred Cai ,Fred Cai ,WDH 2.0/AN8150-4 to Next-Gen LDMOS RFA In-House - 1.5T,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,N/A,CONCEPT,Medical ODM Markets,MR,PD,IL1,12/29/2028,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,NO,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10268"">View Entries</a>",5,0,10268,12-2028,True,True,2028,12,1/28/2026 12:58 PM,"Davis, Adrianna",4/7/2025 10:45 AM,,,,,"Davis, Adrianna",No,N/A,Yes
RfS 275726,Tim,Suraj Ramchandani,Deepshikha Singh,Improved communication to prevent Glass breakage due to consumer behavior | IF,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL5,9/17/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10267"">View Entries</a>",36,0,10267,09-2025,False,False,2025,09,9/3/2026 7:40 AM,"Davis, Adrianna",4/2/2025 11:01 PM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS 276635,Tim,Sushruth Rudrachary,Sonam Nikam,BRI950 Extension to Hungary,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,GB,PH,IL5,7/10/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 25,488.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10266"">View Entries</a>",36,0,10266,07-2025,False,False,2025,07,9/3/2026 7:40 AM,"Davis, Adrianna",4/2/2025 5:49 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 276418,Tim,Sushruth Rudrachary,Sonam Nikam,PR 5284179 & 5487875 - SDS Strip Sticking out issue and implementation of production line automatic visual inspection,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Personal Health,GB,PH,IL5,10/8/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10265"">View Entries</a>",36,0,10265,10-2025,True,True,2025,10,9/3/2026 7:40 AM,"Davis, Adrianna",4/2/2025 5:49 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
31646,Phil,Fred Cai ,Sha Sha Shi ,Hawk Cover Transfer,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,CONCEPT,Mechanical Parts & Assemblies,CT/AMI,PD,IL5,12/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 500,000.00",€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10262"">View Entries</a>",17,0,10262,12-2025,True,True,2025,12,4/20/2026 8:23 AM,"Davis, Adrianna",3/31/2025 12:56 PM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
41979,Phil,Noah H.,Noah Hugunine,Rio Derisk with conterpart with Suzhou Supplier (SZ Heyer) Phase 3,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,4/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 16,247.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10261"">View Entries</a>",5,0,10261,04-2025,True,True,2025,04,1/28/2026 12:58 PM,"Davis, Adrianna",3/31/2025 12:53 PM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
41981,Phil,Jacob Cetnar,Jacob Cetnar,RIO - Transition QDS from paper to MES,€ 0.00,Not Applicable,€ 0,CONQ,TCO,TCO,Mechanical Parts & Assemblies,MR,PD,IL5,3/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10260"">View Entries</a>",11,0,10260,03-2026,True,True,2026,03,3/12/2026 1:15 PM,"Davis, Adrianna",3/31/2025 12:42 PM,,,,,"Davis, Adrianna",No,N/A,Yes
41430,Tim,Saurabh Agrawal,Mukti Lakra,DD6.0: Multi-Source Piggy Nose Cable for OHC CR215860,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Personal Health,OHC,PH,IL5,9/1/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 6,876.00","€ 3,844.00","€ 48,127",€ 0,€ 0,€ 0,NO,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10259"">View Entries</a>",37,0,10259,09-2026,False,False,2026,09,9/8/2026 4:44 AM,"Kumari, Supriya",3/28/2025 12:34 AM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",Yes,Dual Source,Yes
CR215859,Tim,Saurabh Agrawal,Tamaghna Sarkar,Triton RFID wire,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,OHC,PH,IL5,8/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10258"">View Entries</a>",36,0,10258,08-2025,True,True,2025,08,9/3/2026 7:40 AM,"Davis, Adrianna",3/28/2025 12:34 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
CR212345,Tim,Saurabh Agrawal,Sandeep,Launch entry Galway twin pack in TW Costco as one-time item for Y25 Black Friday’s special deal.,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,OHC,PH,IL5,10/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 55,137.67","€ 243,200.00",€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10257"">View Entries</a>",36,0,10257,10-2025,False,False,2025,10,9/3/2026 7:40 AM,"Davis, Adrianna",3/27/2025 11:46 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
CR205956,Tim,Saurabh Agrawal,Sandeep,Galway 4100 Prismatic Edition-phase 2 Launch- EU,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,OHC,PH,IL5,7/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 60,624.58","€ 366,780.00",€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10256"">View Entries</a>",36,0,10256,07-2025,False,False,2025,07,9/3/2026 7:40 AM,"Davis, Adrianna",3/27/2025 11:46 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
CR205871,Tim,Saurabh Agrawal,Chandra,Launch of Sonicare for Kids 2 new handles in EU region,€ 0.00,Not Applicable,€ 0,Commercial Innovation,IGM,Commercial Innovation,Personal Health,OHC,PH,IL5,10/30/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 16,471.00","€ 225,031.00",€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10255"">View Entries</a>",36,0,10255,10-2025,False,False,2025,10,9/3/2026 7:40 AM,"Davis, Adrianna",3/27/2025 11:46 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,N/A,Yes
RfS 276246,Tim,Suraj Ramchandani,Sanjeevani Kumbhar, Maracuja: remove age range 0-6 M,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL5,6/9/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10253"">View Entries</a>",36,0,10253,06-2025,False,False,2025,06,9/3/2026 10:54 AM,"Davis, Adrianna",3/27/2025 4:22 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
RfS 275983,Tim,Suraj Ramchandani,Sanjeevani Kumbhar,2 new SKU's to be opened for Ukraine,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Personal Health,MCC,PH,IL5,5/13/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10252"">View Entries</a>",36,0,10252,05-2025,False,False,2025,05,9/3/2026 10:54 AM,"Davis, Adrianna",3/27/2025 4:12 AM,,,,,"V Koushik, Shreyas",No,N/A,Yes
43040,Phil,Rajat,Noah Hugunine,Dual sourcing Auto CNC Phase 1,€ 0.00,Not Applicable,€ 0,PRODUCTIVITY,PROCUREMENT,SOURCING,Mechanical Parts & Assemblies,MR,PD,IL5,11/28/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"€ 1,929.00",€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,YES,NO,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10251"">View Entries</a>",5,0,10251,11-2025,True,True,2025,11,1/28/2026 12:58 PM,"Davis, Adrianna",3/26/2025 1:26 PM,,,,,"Davis, Adrianna",Yes,Productivity & De-risk / Localization,Yes
SYNCIGTS,Raj,Saravanakumar Palani,"Pathak, Shivangi",Synchronize Projects Funnel Maturity,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,12/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10247"">View Entries</a>",36,0,10247,12-2026,True,True,2026,12,9/3/2026 7:40 AM,"Davis, Adrianna",3/25/2025 9:01 PM,,,,,"V Koushik, Shreyas",No,N/A,Yes
STETIGTD000840,Raj,Saravana Palani,"Undesser, Kyle",ICE 1.0 PIM TLA Packaging Drawing Support,€ 0.00,Not Applicable,€ 0,LCM,N/A,TCO,Mechanical Parts & Assemblies,IGT-D,IGT,IL5,7/25/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10244"">View Entries</a>",37,0,10244,07-2025,False,False,2025,07,9/9/2026 1:51 AM,"Kumari, Supriya",3/25/2025 9:01 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
STETIGTD000836,Raj,Saravana Palani,"Undesser, Kyle",Project Speed (AML/AVL Update),€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,IGT-D,IGT,IL5,11/11/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10243"">View Entries</a>",37,0,10243,11-2025,False,False,2025,11,9/9/2026 1:51 AM,"Kumari, Supriya",3/25/2025 9:00 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
STET_IGTS_6800,Raj,Saravana Palani,"Nerkar, Mansi Bapu",Reusable packaging for Pallet of AD7 Table,€ 0.00,Not Applicable,€ 0,LCM,N/A,CONCEPT,Medical ODM Markets,IGT-S,IGT,IL0,10/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10241"">View Entries</a>",37,0,10241,10-2026,True,True,2026,10,9/9/2026 1:57 AM,"Kumari, Supriya",3/25/2025 9:00 PM,,,,,"V Koushik, Shreyas",No,N/A,Yes
STET_IGTS_6619,Raj,Saravana Palani,"Kamerkar, Swapnil","IGTS- Packaging projects, Converting to Plastic",€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Mechanical Parts & Assemblies,IGT-S,IGT,IL0,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10240"">View Entries</a>",37,0,10240,12-2026,True,True,2026,12,9/9/2026 1:57 AM,"Kumari, Supriya",3/25/2025 9:00 PM,,,,,"V Koushik, Shreyas",No,N/A,Yes
STET_IGTS_5053,Raj,Saravanakumar Palani,"Sharma, Manish",VD PPG Network Engineer,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,IGT-S,IGT,IL5,12/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10239"">View Entries</a>",36,0,10239,12-2025,True,True,2025,12,9/3/2026 7:40 AM,"Davis, Adrianna",3/25/2025 9:00 PM,,,,,"V Koushik, Shreyas",No,N/A,Yes
STET_IGTD000_790,Raj,Saravana Palani,"Gopi, Kishorkumar",Refinity Proximal Shaft Coupling Dual Source,€ 0.00,No,€ 0,AOS,N/A,SOURCING,Mechanical Parts & Assemblies,IGT-D,IGT,IL2,10/30/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10237"">View Entries</a>",37,0,10237,10-2026,False,False,2026,10,9/9/2026 1:51 AM,"Kumari, Supriya",3/25/2025 9:00 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
STET_IGTD000_65,Raj,Saravana Palani,"Undesser, Kyle",2nd Source IntraSight Power Supplies,€ 0.00,Not Applicable,€ 0,LCM,N/A,SOURCING,Key Components & Electronics,IGT-D,IGT,IL5,12/31/2025,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10236"">View Entries</a>",37,0,10236,12-2025,False,False,2025,12,9/9/2026 1:51 AM,"Kumari, Supriya",3/25/2025 9:00 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
STET_IGTD_6490,Raj,Saravana Palani,"Ahiwale, Atul",IGTD_Debulker_FEA,€ 0.00,Not Applicable,€ 0,NPI,N/A,CONCEPT,Mechanical Parts & Assemblies,IGT-D,IGT,IL3,12/31/2026,0,0,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0.00,€ 0,€ 0,€ 0,€ 0,N/A,N/A,"<a href=""https://share.philips.com/sites/STET_PMO/_layouts/15/listform.aspx?ListId=%7B23B2CA78%2D78E8%2D461B%2D8B8A%2D5DEB61E088EE%7D&PageType=4&ID=10235"">View Entries</a>",37,0,10235,12-2026,False,False,2026,12,9/9/2026 1:51 AM,"Kumari, Supriya",3/25/2025 9:00 PM,€ 0.00,€ 0.00,€ 0.00,€ 0.00,"V Koushik, Shreyas",No,n/a,Yes
